col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69,col_70,col_71,col_72,col_73,col_74,col_75,col_76,col_77,col_78,col_79,col_80,col_81,col_82,col_83,col_84,col_85
11,Meenakshi Amman Temple,मीनाक्षी अम्मन मंदिर,Meenakshi Sundareshwarar,meenakshi-amman-temple-madurai,9.91955,78.1193,"Madurai, Tamil Nadu 625001",Madurai,Madurai,Tamil Nadu,625001,Parvati (Meenakshi),"['Shiva Sundareshwarar', 'Ganesha', 'Murugan']",Shaiva,Heritage,False,False,False,False,False,True,False,"Meenakshi Amman Temple is a historic Hindu temple on the southern bank of the Vaigai River. Has 14 gopurams, the tallest reaching 52 meters. Houses over 33000 sculptures.","King Malayadhvaja Pandya performed a puja and from the fire emerged a three-year-old girl named Meenakshi with three breasts, who later married Shiva.",One of the largest temples in India. The temple is surrounded by 4 gopurams and has over 33000 sculptures. It is considered a wonder of the world for its architecture.,Dravidian,6th century BCE original,05:00:00,21:30:00,50.0,"Traditional attire; sarees for women, dhoti for men inside sanctum",October to March,Madurai Junction 2 km,Madurai Airport 12 km,https://maduraimeenakshi.org,+91-452-2341360,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Madurai_Meenakshi_Amman_Temple.jpg/800px-Madurai_Meenakshi_Amman_Temple.jpg,ChIJHa_M4ZjkXjsRfGi-MhJKqBs,"['shakta', 'devi', 'heritage', 'architecture']",4.75,62000,State Govt Endowment Board,Meenakshi Temple Board,TRUST-TN-00002,Urban / City,https://maps.google.com/?q=Meenakshi+Amman+Temple+Madurai,Madurai Central Bus Stand,Vaigai River,मीनाक्षी अम्मन मंदिर तमिलनाडु के मदुरई में स्थित एक भव्य हिंदू मंदिर है।,King Malayadhvaja Pandya,2019,Good — minor maintenance needed,Meenakshi was a Pandya princess with three breasts. A prophecy said the third breast would disappear when she met her destined husband. When she met Lord Shiva the third breast disappeared.,False,False,False,False,12:30:00,16:00:00,"[True, True, True, False, True, False, False, True, False, True, True, True]",yes,Friday (Lakshmi / Devi),planning,https://youtube.com/live/meenakshi,"Vibhuti, Sandal paste, Banana, Coconut",https://youtube.com/meenakshi-aarti,https://youtube.com/meenakshi-intro,https://youtube.com/meenakshi-360,Meenakshi Temple Trust,Indian Bank Madurai,11112222333344,IDIB000M118,meenakshi@upi,80G-TN-00002,"[True, True, True, True, True, False, True, True]","[True, True, True, False, False, True, True, True, True, True, False, True, False, False]","[True, False, False, False, True, False]",+914522341360,info@meenakshi.org,https://facebook.com/MeenakshiTemple,https://youtube.com/@MeenakshiTemple,@meenakshiamman,07:00 AM - 07:00 PM,MKT-TN-0002
12,Siddhivinayak Temple,सिद्धिविनायक मंदिर,Siddhivinayak Ganapati,siddhivinayak-temple-mumbai,19.0164,72.8303,"S.K. Bole Marg, Prabhadevi, Mumbai, Maharashtra 400028",Mumbai,Mumbai Suburban,Maharashtra,400028,Ganesha (Siddhivinayak),"['Riddhi', 'Siddhi', 'Saraswati']",Smarta,Urban Temple,False,False,False,False,False,False,False,Siddhivinayak Temple was built in 1801 by a childless woman named Deubai Patil. It is one of the most visited temples in Maharashtra. The main idol of Ganesh has his trunk turned to the right.,According to the Mudgala Purana Ganesh appeared here as Siddhivinayak the granter of boons to fulfill the wishes of devotees. The right-trunk Ganesh is considered more powerful.,"Most popular Ganesh temple in Mumbai. The idol has its trunk turned to the right, called Siddha Vinayak, considered extremely powerful. Visited by millions including film stars.",Hemadpanthi,1801 CE,05:30:00,22:00:00,0.0,Modest traditional attire preferred,All year; Ganesh Chaturthi special,Dadar Railway Station 2 km,Chhatrapati Shivaji Maharaj International Airport 8 km,https://siddhivinayak.org,+91-22-24374237,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Siddhivinayak_Temple_Mumbai.jpg/800px-Siddhivinayak_Temple_Mumbai.jpg,ChIJNY-7mXe5wjsR5_LRNh_hFZQ,"['ganesha', 'mumbai', 'urban', 'prosperity']",4.7,95000,Community / Village Trust,Shree Siddhivinayak Ganapati Temple Trust,TRUST-MH-00001,Urban / City,https://maps.google.com/?q=Siddhivinayak+Temple+Mumbai,Prabhadevi Bus Stop,Prabhadevi Mumbai,सिद्धिविनायक मंदिर मुंबई के सबसे प्रसिद्ध गणेश मंदिरों में से एक है।,Deubai Patil,2020,Excellent — well maintained,A woman named Deubai Patil who had no children built this temple. She wished that all childless women who pray here should be blessed with children. The Siddhivinayak grants all wishes.,False,False,False,False,12:00:00,15:30:00,"[False, True, True, False, False, False, False, True, True, True, False, False]",yes,Wednesday (Ganesha),yes,https://youtube.com/live/siddhivinayak,"Modak, Laddoo, Coconut",https://youtube.com/siddhivinayak-aarti,https://youtube.com/siddhivinayak-intro,https://youtube.com/siddhivinayak-360,Siddhivinayak Temple Trust,Bank of Maharashtra Prabhadevi,55667788990022,MAHB0000234,siddhivinayak@upi,80G-MH-00001,"[True, True, True, True, True, True, True, True]","[True, True, True, True, False, True, True, True, True, True, True, False, False, True]","[True, True, True, True, True, False]",+912224374237,info@siddhivinayak.org,https://facebook.com/SiddhivinayakTemple,https://youtube.com/@SiddhivinayakOfficial,@siddhivinayak,09:00 AM - 06:00 PM,MKT-MH-0001
13,Brihadeeswara Temple,बृहदीश्वर मंदिर,Rajarajeswara Temple,brihadeeswara-temple-thanjavur,10.7824,79.1318,"Thanjavur, Tamil Nadu 613001",Thanjavur,Thanjavur,Tamil Nadu,613001,Shiva (Brihadeeswara),"['Parvati', 'Nandi', 'Kartikeya']",Shaiva,Heritage,False,False,False,False,False,True,True,Brihadeeswara Temple was built by Raja Raja Chola I in 1010 CE. It is a UNESCO World Heritage Site as part of the Great Living Chola Temples. The vimana is 66 meters tall.,According to Tamil tradition the lingam was installed by Lord Shiva himself when he came in disguise to test the devotion of Raja Raja Chola. The shadow of the gopuram never falls on the ground.,UNESCO World Heritage Site. The vimana is 216 feet tall. The massive Nandi bull is carved from a single rock. The shadow of the vimana is said to never fall on the ground.,Dravidian Chola,1010 CE,06:00:00,20:30:00,0.0,Traditional attire preferred,October to March,Thanjavur Railway Station 2 km,Tiruchirappalli Airport 60 km,https://thanjavur.nic.in/brihadeeswara,+91-4362-274060,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Brihadeeswara_Temple.jpg/800px-Brihadeeswara_Temple.jpg,ChIJBXA2S6HnXjsRL5rxj_IZvHE,"['shiva', 'heritage', 'unesco', 'cholaArchitecture']",4.8,48000,Archaeological Survey of India (ASI),ASI Southern Circle,TRUST-TN-00003,Urban / City,https://maps.google.com/?q=Brihadeeswara+Temple+Thanjavur,Thanjavur Bus Stand,Thanjavur Royal Palace,बृहदीश्वर मंदिर तमिलनाडु के तंजावुर में स्थित एक यूनेस्को विश्व धरोहर स्थल है।,Raja Raja Chola I,2018,Good — minor maintenance needed,Raja Raja Chola built this temple after his victorious campaigns. The capstone placed on the 63 meter vimana weighs 80 tons and was lifted using a 6km long earthen ramp.,False,False,True,False,12:30:00,16:00:00,"[True, False, False, True, False, False, False, False, False, False, True, True]",no,Monday (Shiva),no,https://youtube.com/brihadeeswara,"Vibhuti, Sandal paste",https://youtube.com/brihadeeswara-aarti,https://youtube.com/brihadeeswara-intro,https://youtube.com/brihadeeswara-360,ASI Southern Circle Trust,Indian Bank Thanjavur,00112233445566,IDIB000T138,brihadeeswara@upi,80G-TN-00003,"[True, False, True, True, False, False, True, False]","[True, True, True, False, False, False, True, True, True, False, False, True, False, False]","[False, False, False, False, True, False]",+914362274060,info@brihadeeswara.org,https://facebook.com/BrihadeeswararTemple,https://youtube.com/@BrihadeeswararTemple,@brihadeeshwara,09:00 AM - 05:00 PM,MKT-TN-0003
14,Konark Sun Temple,कोणार्क सूर्य मंदिर,Black Pagoda,konark-sun-temple-odisha,19.8874,86.0949,"Konark, Puri, Odisha 752111",Konark,Puri,Odisha,752111,Surya (Sun God),"['Danda', 'Pingala', 'Deva Danda']",Smarta,Heritage,False,False,False,False,False,True,True,Konark Sun Temple was built in the 13th century CE by King Narasimhadeva I. It is conceived as a gigantic chariot of the sun god with 24 elaborately carved wheels and seven horses.,According to local legend Samba the son of Lord Krishna was cursed with leprosy by his father. He prayed to Surya Deva here for 12 years and was cured. He then built this temple.,UNESCO World Heritage Site. Built as a chariot of the sun god with 12 pairs of wheels and 7 horses. The wheels double as precise sundials. Called Black Pagoda by European sailors.,Kalinga,13th century CE,06:00:00,20:00:00,40.0,Smart casual; respectful attire,October to February,Puri Railway Station 35 km,Bhubaneswar Airport 65 km,https://konark.nic.in,+91-6758-236832,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Surya_Temple_Konark.jpg/800px-Surya_Temple_Konark.jpg,ChIJQ6HFrYfKlDkRD5zGjOlnx3E,"['surya', 'heritage', 'unesco', 'architecture']",4.65,38000,Archaeological Survey of India (ASI),ASI Bhubaneswar Circle,TRUST-OD-00002,Riverbank / Ghats,https://maps.google.com/?q=Konark+Sun+Temple,Konark Bus Stand,Chandrabhaga Beach,कोणार्क सूर्य मंदिर ओडिशा में एक यूनेस्को विश्व धरोहर स्थल है।,King Narasimhadeva I,2017,Fair — needs renovation,Samba the son of Krishna was cursed with leprosy. He prayed to Surya for 12 years at Mitravana. Surya cured him and Samba built this temple in gratitude.,False,False,True,False,12:00:00,13:00:00,"[False, False, False, False, False, False, False, False, False, False, False, False]",no,Sunday (Surya),no,https://youtube.com/konark,"Flowers, Jaggery, Coconut",https://youtube.com/konark-aarti,https://youtube.com/konark-intro,https://youtube.com/konark-360,ASI Konark Temple Trust,Odisha Gramya Bank Konark,88990011223344,ODGB0001234,konark@upi,80G-OD-00002,"[True, False, False, False, False, False, True, False]","[True, True, True, False, False, False, True, True, True, False, False, True, False, False]","[False, False, False, False, False, False]",+916758236832,info@konark.org,https://facebook.com/KonarkSunTemple,https://youtube.com/@KonarkTemple,@konarktemple,09:00 AM - 05:00 PM,MKT-OD-0002
15,Chamundeshwari Temple,चामुंडेश्वरी मंदिर,Chamundi Devi,chamundeshwari-temple-mysore,12.2723,76.6705,"Chamundi Hills, Mysuru, Karnataka 570010",Mysuru,Mysuru,Karnataka,570010,Parvati (Chamundeshwari),"['Mahishasura', 'Nandi', 'Ganesha']",Shakta,Shaktipeeth,False,True,False,False,False,True,False,Chamundeshwari Temple is situated atop the Chamundi Hills 13 km from Mysore city. One of the 18 Maha Shaktipeeths. The 1000-step ascent is famous. Patron goddess of the Mysore Wadiyar kings.,According to legend the demon Mahishasura troubled the world. Goddess Parvati took the form of Chamundeshwari and defeated and killed the demon. Mysore is named after Mahishasura.,One of the 18 Maha Shaktipeeths. Patron goddess of the Mysore royal family. The festival of Dasara is celebrated grandly here. The 12-storey gopuram is 40 meters tall.,Dravidian,12th century CE,07:30:00,21:00:00,0.0,Traditional attire recommended,October to March,Mysuru City Railway Station 14 km,Mysuru Airport 12 km,https://chamundeshwaritemple.kar.nic.in,+91-821-2515666,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Chamundeshwari_Temple_Mysore.jpg/800px-Chamundeshwari_Temple_Mysore.jpg,ChIJ5e_LJmAurjsRQlOcVkUdwCc,"['shaktipeeth', 'devi', 'karnataka', 'dasara']",4.7,44000,State Govt Endowment Board,Chamundeshwari Temple Endowment,TRUST-KA-00001,Hilltop / Mountain,https://maps.google.com/?q=Chamundeshwari+Temple+Mysore,Chamundi Hills Bus Stand,Chamundi Hills Viewpoint,चामुंडेश्वरी मंदिर कर्नाटक के मैसूर में चामुंडी पहाड़ियों पर स्थित है।,Mysore Wadiyar Dynasty,2021,Good — minor maintenance needed,Chamundeshwari killed the demon Mahishasura after a fierce battle of nine days. The tenth day is celebrated as Vijayadashami. The demon Mahishasura gave his name to the city of Mysore.,False,True,False,False,12:30:00,15:30:00,"[True, True, True, False, True, False, False, True, False, False, True, True]",yes,Friday (Lakshmi / Devi),planning,https://youtube.com/live/chamundeshwari,"Vibhuti, Kumkuma, Coconut",https://youtube.com/chamundeshwari-aarti,https://youtube.com/chamundeshwari-intro,https://youtube.com/chamundeshwari-360,Chamundeshwari Devasthana,Canara Bank Mysore,11223344556688,CNRB0001234,chamundeshwari@upi,80G-KA-00001,"[True, True, False, True, True, False, True, True]","[True, True, True, False, False, True, True, True, True, True, False, False, False, False]","[True, False, False, True, True, False]",+918212515666,info@chamundeshwari.org,https://facebook.com/ChamundeshwariTemple,https://youtube.com/@ChamundeshwariTemple,@chamundeshwari,08:00 AM - 06:00 PM,MKT-KA-0001
16,Sri Padmavathi Ammavari Temple,श्री पद्मावती अम्मावारी मंदिर,Padmavathi Devi,padmavathi-ammavari-temple-tiruchanur,13.6119,79.3915,"Tiruchanur, Tirupati, Andhra Pradesh 517503",Tirupati,Tirupati,Andhra Pradesh,517503,Lakshmi (Padmavathi),"['Vishnu', 'Ganesha', 'Surya']",Vaishnava,Divya Desam,False,False,True,False,False,True,False,Sri Padmavathi Ammavari Temple is dedicated to Goddess Padmavathi the consort of Lord Venkateswara. Located at Tiruchanur near Tirupati. Considered the starting point of Tirupati pilgrimage.,Padmavathi was born from a lotus pond. She was discovered by King Akasaraja and raised as his daughter. Lord Venkateswara came to earth and married her.,Considered as important as Tirupati Balaji. Pilgrims traditionally visit Padmavathi first. One of the 108 Divya Desams dedicated to Goddess Lakshmi.,Dravidian,10th century CE,06:00:00,20:30:00,0.0,Traditional attire; sarees for women preferred,September to February,Tirupati Railway Station 5 km,Tirupati Airport 10 km,https://tirumala.org/padmavathi,+91-877-2242022,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Padmavathi_temple_tiruchanur.jpg/800px-Padmavathi_temple_tiruchanur.jpg,ChIJD6X1JQpSozsRTJmHsZEYMco,"['lakshmi', 'vaishnava', 'andhraPradesh', 'divyaDesam']",4.75,52000,State Govt Endowment Board,Tirumala Tirupati Devasthanams,TRUST-AP-00002,Urban / City,https://maps.google.com/?q=Padmavathi+Temple+Tiruchanur,Tirupati Bus Stand,Tiruchanur Town,श्री पद्मावती मंदिर तिरुपति के समीप तिरुचनूर में स्थित है।,King Akasaraja,2020,Excellent — well maintained,Goddess Padmavathi appeared from a lotus flower. King Akasaraja found her and raised her as a daughter. Lord Venkateswara came to earth and fell in love with her and they married.,False,False,False,False,13:00:00,15:30:00,"[False, True, True, False, False, False, False, True, False, False, False, True]",yes,Friday (Lakshmi / Devi),yes,https://youtube.com/live/padmavathi,"Kumkuma, Turmeric, Saree",https://youtube.com/padmavathi-aarti,https://youtube.com/padmavathi-intro,https://youtube.com/padmavathi-360,TTD Padmavathi Temple,State Bank of India Tiruchanur,44556677889911,SBIN0004567,padmavathi@upi,80G-AP-00002,"[True, True, True, True, True, False, True, True]","[True, True, True, True, False, True, True, True, True, True, False, False, False, False]","[True, False, False, True, True, False]",+918772242022,info@padmavathitemple.org,https://facebook.com/PadmavathiTemple,https://youtube.com/@PadmavathiTemple,@padmavathi_tiruchanur,07:00 AM - 07:00 PM,MKT-AP-0002
17,Amarnath Temple,अमरनाथ मंदिर,Baba Barfani,amarnath-temple-kashmir,34.2147,75.5031,"Amarnath Cave, Pahalgam, Jammu and Kashmir 192126",Pahalgam,Anantnag,Jammu & Kashmir,192126,Shiva (Amarnath),"['Parvati', 'Nandi', 'Bhairava']",Shaiva,Cave Shrine,False,False,False,False,False,True,False,Amarnath Temple is a cave shrine dedicated to Lord Shiva in the Himalayan region. The cave is at 3888m altitude. The main attraction is the naturally forming ice stalagmite representing the Shiva Lingam.,Shiva revealed the secret of immortality to Parvati at this cave. Two doves overheard the story and became immortal. Bhrigu Rishi first discovered the cave.,One of the most important Hindu pilgrimage sites. The ice lingam forms naturally and waxes with the moon. The cave is at 3888m altitude accessible only in July-August.,Cave Shrine Natural,Ancient discovered 11th century CE,04:00:00,17:00:00,0.0,Warm clothing essential; traditional attire preferred,July to August pilgrimage season,Jammu Tawi Railway Station 315 km,Sheikh ul Alam Airport Srinagar 93 km,https://shriamarnathjishrine.com,+91-194-2311404,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Amarnath_Cave_Temple.jpg/800px-Amarnath_Cave_Temple.jpg,ChIJB6GVqsTYDTkRK3J_VBuKNqo,"['shiva', 'kashmir', 'himalaya', 'icelingam']",4.9,80000,State Govt Endowment Board,Shri Amarnathji Shrine Board,TRUST-JK-00002,Cave / Underground,https://maps.google.com/?q=Amarnath+Cave+Temple,Pahalgam Bus Stand,Lidder River,अमरनाथ मंदिर जम्मू-कश्मीर के हिमालय में स्थित एक पवित्र गुफा मंदिर है।,Self-manifested,2023,Good — minor maintenance needed,Lord Shiva narrated the secret of immortality to Parvati in this cave. Two doves overheard and became immortal. The cave is said to be protected by Kalapathaka and Sheshnaag serpents.,False,False,False,False,00:00:00,00:00:00,"[True, False, False, False, False, False, False, False, False, False, False, False]",no,Monday (Shiva),yes,https://youtube.com/live/amarnath,"Bhasma, Flowers",https://youtube.com/amarnath-aarti,https://youtube.com/amarnath-intro,https://youtube.com/amarnath-360,Shri Amarnathji Shrine Board,J and K Bank Srinagar,33445566778810,JAKA0SRINAG,amarnath@upi,80G-JK-00002,"[True, False, False, False, True, True, True, True]","[False, False, False, False, False, False, False, True, True, False, False, False, False, True]","[False, True, False, False, False, False]",+911942311404,info@amarnath.org,https://facebook.com/AmarnathShrine,https://youtube.com/@AmarnathShrine,@amarnathshrine,06:00 AM - 04:00 PM,MKT-JK-0002
18,Ekambareswarar Temple,एकांबरेश्वर मंदिर,Ekambaranathar,ekambareswarar-temple-kanchipuram,12.8465,79.6985,"Kanchipuram, Tamil Nadu 631501",Kanchipuram,Kanchipuram,Tamil Nadu,631501,Shiva (Ekambareswarar),"['Parvati Kamakshi', 'Ganesha', 'Murugan']",Shaiva,Pancha Bhuta Stalas,False,False,False,False,False,True,False,Ekambareswarar Temple is one of the Pancha Bhuta Stalas representing earth element. Has a famous mango tree said to be 3500 years old. The temple has one of the tallest gopurams in South India at 59m.,Parvati made a lingam of sand under a mango tree and worshipped Shiva. When Shiva sent a flood to test her devotion she embraced the lingam. Shiva was pleased and married her here.,One of the Pancha Bhuta Stalas representing Earth. The prithvi lingam is a sand lingam. The famous mango tree in the temple is said to bear four types of mangoes. The 59m gopuram is one of the tallest.,Dravidian,6th century CE,06:00:00,21:00:00,0.0,Traditional attire; dhoti for men,October to March,Kanchipuram Railway Station 1 km,Chennai Airport 72 km,https://kanchitemples.com,+91-44-27224567,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Ekambareswarar_temple.jpg/800px-Ekambareswarar_temple.jpg,ChIJx5y8g7N9XzsRmCsKGSW4MiI,"['shiva', 'panchabhutha', 'kanchipuram', 'prithvi']",4.7,28000,State Govt Endowment Board,HR and CE Department TN,TRUST-TN-00004,Urban / City,https://maps.google.com/?q=Ekambareswarar+Temple+Kanchipuram,Kanchipuram Bus Stand,Silk Weaving Town Centre,एकांबरेश्वर मंदिर कांचीपुरम में पंचभूत स्थलों में से एक है।,Pallavas,2019,Good — minor maintenance needed,Parvati worshipped Shiva under a mango tree making a lingam from earth. Shiva tested her by sending flood waters. Parvati hugged the lingam tightly protecting it. The mango tree is still alive after 3500 years.,True,False,False,False,12:30:00,16:00:00,"[True, True, True, True, False, False, False, False, False, False, True, True]",yes,Monday (Shiva),no,https://youtube.com/ekambareswarar,"Vibhuti, Sandal paste",https://youtube.com/ekambareswarar-aarti,https://youtube.com/ekambareswarar-intro,https://youtube.com/ekambareswarar-360,Ekambareswarar Temple Trust,Indian Bank Kanchipuram,66778899001123,IDIB000K025,ekambareswarar@upi,80G-TN-00004,"[True, True, False, True, True, False, True, False]","[True, True, True, False, False, False, True, True, False, False, False, False, False, False]","[False, False, False, False, True, False]",+914427224567,info@ekambareswarar.org,https://facebook.com/Ekambareswarar,https://youtube.com/@EkambareswaradTemple,@ekambareswarar,08:00 AM - 06:00 PM,MKT-TN-0004
19,Nataraja Temple Chidambaram,नटराज मंदिर चिदंबरम,Thillai Natarajar,nataraja-temple-chidambaram,11.3978,79.6929,"Chidambaram, Cuddalore, Tamil Nadu 608001",Chidambaram,Cuddalore,Tamil Nadu,608001,Shiva (Nataraja),"['Parvati Sivakami', 'Ganesha', 'Murugan']",Shaiva,Pancha Bhuta Stalas,False,False,False,False,False,True,False,Nataraja Temple is one of the Pancha Bhuta Stalas representing ether/sky. The presiding deity is Shiva as Nataraja Lord of Dance. One of the oldest Shiva temples. Managed by Dikshitar community.,Lord Vishnu came to see Shiva dance here. The akasa lingam ether element is invisible represented by a golden curtain opened for darshan. The space itself is the lingam.,One of the Pancha Bhuta Stalas Akash/Space. The lingam is invisible the ether itself. The golden roof covers the inner sanctum. Managed by Dikshitar brahmin priests for over 2000 years.,Dravidian,10th century CE,06:00:00,22:00:00,0.0,Dhoti compulsory for men in inner sanctum,October to March,Chidambaram Railway Station 1 km,Pondicherry Airport 60 km,https://thillainatarajar.org,+91-4144-222274,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Nataraja_Temple_Chidambaram.jpg/800px-Nataraja_Temple_Chidambaram.jpg,ChIJIwrAMG4AXjsRNqPHb5NR78I,"['shiva', 'nataraja', 'panchabhutha', 'dance']",4.75,35000,Community / Village Trust,Chidambaram Dikshitar Sabha,TRUST-TN-00005,Urban / City,https://maps.google.com/?q=Nataraja+Temple+Chidambaram,Chidambaram Bus Stand,Pichavaram Mangrove,नटराज मंदिर तमिलनाडु के चिदंबरम में स्थित एक पंचभूत मंदिर है।,Hiranyavarman Chakravartin,2015,Good — minor maintenance needed,Lord Shiva performed his cosmic dance Ananda Tandava at Thillai. Even Lord Vishnu came to witness the divine dance. The Akasha lingam here is formless making this the most abstract of the Pancha Bhuta Stalas.,True,False,False,False,12:00:00,16:30:00,"[True, True, False, False, True, False, False, False, False, False, True, True]",no,Monday (Shiva),planning,https://youtube.com/nataraja,"Vibhuti, Sandal",https://youtube.com/nataraja-aarti,https://youtube.com/nataraja-intro,https://youtube.com/nataraja-360,Chidambaram Dikshitar Trust,Indian Bank Chidambaram,77889900112234,IDIB000C014,nataraja@upi,80G-TN-00005,"[True, True, False, True, True, False, True, False]","[True, True, True, False, False, False, True, True, False, False, False, False, False, False]","[False, False, False, False, True, False]",+914144222274,info@nataraja.org,https://facebook.com/NatarajaTempleChidambaram,https://youtube.com/@NatarajaTemple,@natarajachidambaram,08:00 AM - 06:00 PM,MKT-TN-0005
20,Murudeshwar Temple,मुरुदेश्वर मंदिर,Murdeshwara,murudeshwar-temple-karnataka,14.0944,74.4829,"Murudeshwar, Bhatkal, Karnataka 581350",Murudeshwar,Uttara Kannada,Karnataka,581350,Shiva (Murudeshwar),"['Parvati', 'Nandi', 'Ganesha']",Shaiva,Coastal Temple,False,False,False,False,False,True,False,Murudeshwar Temple is situated on Kanduka Hill surrounded by the Arabian Sea on three sides. Famous for the 20-storey Gopura and the second tallest Shiva statue in the world at 37 meters.,According to legend Ravana took the Atma Linga of Shiva to Lanka. When he put it down at Murudeshwar due to trickery by Ganesha it became permanently established here. The name comes from Mridesa another name for Shiva.,Features the second tallest Shiva statue 37m in the world. 20-storey gopura. Three sides surrounded by sea. Associated with the Ramayana.,Contemporary Dravidian,1994 CE current structure,06:00:00,20:30:00,0.0,Traditional attire preferred,October to March,Murudeshwar Railway Station 1 km,Goa Airport 165 km,https://murudeshwar.com,+91-8385-260110,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Murudeshwara_temple.jpg/800px-Murudeshwara_temple.jpg,ChIJczJU-mIFpjsRMT69FWjzn5k,"['shiva', 'coastal', 'karnataka', 'statue']",4.65,32000,Private / Family Trust,R.N. Shetty Trust,TRUST-KA-00002,Riverbank / Ghats,https://maps.google.com/?q=Murudeshwar+Temple,Murudeshwar Bus Stand,Arabian Sea Beach,मुरुदेश्वर मंदिर कर्नाटक के तटीय क्षेत्र में भगवान शिव को समर्पित है।,R.N. Shetty,2008,Excellent — well maintained,Ravana obtained the Atma Linga from Shiva to make himself immortal. Lord Vishnu disguised the sun to make Ravana think night had fallen. Ganesha in disguise offered to hold the lingam and placed it at this spot permanently.,False,False,False,False,13:00:00,15:00:00,"[True, True, False, False, False, False, False, False, False, False, True, False]",yes,Monday (Shiva),planning,https://youtube.com/murudeshwar,"Vibhuti, Coconut, Flowers",https://youtube.com/murudeshwar-aarti,https://youtube.com/murudeshwar-intro,https://youtube.com/murudeshwar-360,R.N. Shetty Trust,Canara Bank Bhatkal,22334455667799,CNRB0002345,murudeshwar@upi,80G-KA-00002,"[True, True, False, False, True, False, True, True]","[True, True, True, False, True, True, True, True, True, False, True, False, False, False]","[True, False, False, False, True, False]",+918385260110,info@murudeshwar.org,https://facebook.com/MurudeshwarTemple,https://youtube.com/@MurudeshwarTemple,@murudeshwartemple,08:00 AM - 06:00 PM,MKT-KA-0002
